Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Torque_RollingMean,Torque_RollingStd,Torque_RollingVar,AirTemp_RollingMean,AirTemp_RollingStd,AirTemp_RollingVar,ProcessTemp_RollingMean,ProcessTemp_RollingStd,ProcessTemp_RollingVar,RPM_RollingMean,RPM_RollingStd,RPM_RollingVar,ToolWear_RollingMean,ToolWear_RollingStd,ToolWear_RollingVar,Temp_Difference,Power_Index,Wear_Torque,Temp_Ratio,RPM_per_Torque,Ambient_Temperature,Humidity,Factory_Load,Shift,Heat_Stress,Load_Torque,Humidity_Wear,Temp_Load
1,298.6,309.2,2035,19.6,40,0,33.78,13.450167285205048,180.90700000000007,298.56000000000006,0.0894427191002126,0.0080000000000395,309.1,0.1224744871396683,0.0150000000001247,1664.2,283.4408227478886,80338.70000000001,32.8,6.379655163094632,40.69999999999999,10.599999999999966,39886.0,784.0,1.0354989953114533,98.78640776699028,28.14632922875015,73,0.7040823324507774,2,8702.844997529546,13.80001371603524,2920,19.817333133305898
1,298.6,309.2,1542,48.4,42,0,38.67999999999999,13.413687039736686,179.92699999999994,298.6,0.0,0.0,309.16,0.0547722557517667,0.0030000000001369,1616.2,278.78791222002434,77722.70000000001,36.4,5.128352561983234,26.3,10.599999999999966,74632.8,2032.8,1.0354989953114533,31.214574898785425,28.137080985718974,77,0.7044057061961577,1,8699.985440784307,34.093236179894035,3234,19.819920402043856
2,298.6,309.2,1311,46.6,44,0,39.14,13.691165034430048,187.44799999999992,298.6,0.0,0.0,309.17999999999995,0.0447213595515829,0.0020000000001419,1593.8,301.7460853101495,91050.7,39.4,3.9749213828703582,15.800000000000002,10.599999999999966,61092.6,2050.4,1.0354989953114533,27.54201680672269,30.96784908626414,76,0.6587790698098424,1,9575.25893747287,30.699104653138654,3344,20.400970815060667
2,298.7,309.2,1410,45.6,47,0,38.040000000000006,12.67312116252346,160.60799999999998,298.62,0.0447213595505154,0.0020000000000464,309.2,0.0,0.0,1608.0,288.12063445716626,83013.50000000001,42.0,3.8078865529319543,14.500000000000004,10.5,64296.0,2143.2000000000003,1.0351523267492468,30.25751072961373,22.346879021368807,43,0.5742725757549905,0,6909.6549934072345,26.186829454427567,2021,12.833199775686625
0,298.8,309.2,1306,54.5,50,0,42.94,13.496962621271493,182.1679999999998,298.66,0.0894427191002801,0.0080000000000516,309.2,0.0,0.0,1520.8,303.0193063156208,91820.7,44.6,3.9749213828703582,15.800000000000002,10.399999999999975,71177.0,2725.0,1.034805890227577,23.53153153153153,23.10032866994787,41,0.5021868395504898,0,7142.6216247478815,27.369182755501694,2050,11.600681047338691
2,298.9,309.3,1632,32.5,55,0,45.52,8.056488068631378,64.90699999999975,298.72,0.1303840481042641,0.017000000000055,309.22,0.0447213595517386,0.0020000000001558,1440.2,143.84436033435583,20691.2,47.6,5.128352561983234,26.3,10.400000000000034,53040.0,1787.5,1.034794245567079,48.71641791044776,27.75084988303611,51,0.9851175312140104,0,8583.33786882307,32.01631976445534,2805,27.33784872586714
0,298.9,309.3,1375,42.7,58,0,44.38,7.949654080524497,63.19699999999978,298.78000000000003,0.1303840481042854,0.0170000000000606,309.24,0.0547722557520151,0.0030000000001641,1406.8,133.2992873199253,17768.7,50.8,5.718391382198319,32.7,10.400000000000034,58712.50000000001,2476.6000000000004,1.034794245567079,31.46453089244851,25.948675518662306,74,0.9717496148519635,1,8025.925337922252,41.493708554178845,4292,25.21561544117867
1,298.8,309.3,1450,44.8,63,0,44.02,7.864286363046541,61.84699999999979,298.82000000000005,0.0836660026538058,0.0070000000000666,309.26000000000005,0.0547722557520955,0.0030000000001729,1434.6,122.37156532462924,14974.800000000005,54.6,6.348228099241552,40.3,10.5,64959.99999999999,2822.4,1.035140562248996,31.65938864628821,31.256989330381096,45,0.7418251895880676,2,9667.786799886873,33.233768493545426,2835,23.187222035962165
2,298.9,309.3,1581,30.7,65,0,41.04,9.719979423846528,94.47799999999988,298.86,0.0547722557511797,0.0030000000000726,309.28000000000003,0.0447213595520341,0.0020000000001823,1468.8,136.81995468498008,18719.700000000004,58.2,6.058052492344383,36.7,10.400000000000034,48536.7,1995.5,1.034794245567079,49.87381703470032,26.367903697915157,85,0.9975258766375028,0,8155.592613765159,30.624044412771337,5525,26.30266625135607
1,299.0,309.4,1758,25.7,68,0,35.28,8.157327993896045,66.54200000000009,298.9,0.0707106781192341,0.0050000000000819,309.32,0.0447213595522597,0.0020000000002024,1559.2,150.95595384084726,22787.700000000004,61.8,5.263078946776306,27.7,10.399999999999975,45180.6,1747.6,1.0347826086956522,65.84269662921348,24.350785194658833,47,0.8368271653911217,1,7534.132939227443,21.506458150551826,3196,20.377398549494444
2,299.0,309.4,1561,37.3,70,0,36.24,8.029819425117855,64.47800000000004,298.92,0.0836660026539128,0.0070000000000845,309.34000000000003,0.0547722557524698,0.0030000000002139,1545.0,145.64168359367454,21211.500000000007,64.8,4.658325879540847,21.700000000000006,10.399999999999975,58225.3,2611.0,1.0347826086956522,40.75718015665797,35.862595075686215,60,0.5344287688037708,2,11095.886916417314,19.934193076380648,4200,19.166002532407155
1,299.0,309.5,1861,23.3,73,0,32.36,8.779977220927181,77.08800000000018,298.93999999999994,0.0894427191004755,0.0080000000000865,309.38,0.0836660026548347,0.0070000000002388,1642.2,164.74434739923552,27140.700000000004,67.8,3.962322551231792,15.700000000000015,10.5,43361.3,1700.9,1.0351170568561874,76.58436213991769,29.096894798053857,85,0.5588590995413136,0,9005.48893999767,13.021417019312608,6205,16.261064426288712
1,299.1,309.5,1512,39.0,75,0,31.2,6.909413868049897,47.74000000000024,299.0,0.0707106781193517,0.0050000000000985,309.42,0.0836660026549858,0.0070000000002641,1654.6,148.15971112282853,21951.3,70.2,3.962322551231792,15.700000000000015,10.399999999999975,58968.0,2925.0,1.0347709796054831,37.8,30.270112818751695,74,0.9580554219348189,2,9368.59991740365,37.36416145545793,5550,29.000445708583722
0,299.1,309.4,1811,24.6,77,0,29.98,7.530405035587413,56.70700000000027,299.04,0.0547722557514632,0.0030000000001036,309.43999999999994,0.0547722557530626,0.0030000000002789,1700.6,155.13639160429122,24067.3,72.6,3.6469165057620967,13.30000000000002,10.299999999999956,44550.600000000006,1894.2,1.0344366432631225,70.7421875,24.301007255146175,87,0.8150261010748142,2,7518.731644742226,20.049642086440432,6699,19.80595519535256
1,299.1,309.4,1439,44.2,82,0,33.68,9.250243240045103,85.56700000000015,299.06000000000006,0.0547722557514866,0.0030000000001062,309.44,0.0547722557530626,0.0030000000002789,1636.8,187.78764602603653,35264.2,75.4,4.505552130427526,20.30000000000002,10.299999999999956,63603.8,3624.4,1.0344366432631225,31.836283185840703,27.82246910189927,54,0.9215918133286756,1,8608.271940127634,40.734358149127466,4428,25.640959750900397
1,299.0,309.4,1693,30.1,84,0,32.239999999999995,9.105108456245878,82.9030000000002,299.06000000000006,0.0547722557514866,0.0030000000001062,309.43999999999994,0.0547722557530626,0.0030000000002789,1663.2,183.70138812758057,33746.2,78.2,4.658325879540847,21.700000000000003,10.399999999999975,50959.3,2528.4,1.0347826086956522,54.437299035369776,30.443690358839465,46,0.9491348248169221,1,9419.27779702493,28.56895822698936,3864,28.895166715517718
2,299.1,309.5,1339,48.2,86,0,37.220000000000006,9.777627524098062,95.602,299.08000000000004,0.0447213595512184,0.0020000000001093,309.43999999999994,0.0547722557530626,0.0030000000002789,1558.8,191.3562123370966,36617.2,80.8,4.658325879540847,21.700000000000003,10.399999999999975,64539.8,4145.2,1.0347709796054831,27.215447154471544,25.39602569031079,54,0.723971005641193,1,7860.069951151189,34.895402471905506,4644,18.385986258303873
1,299.0,309.4,1798,25.5,89,0,34.52,10.95613983116317,120.03700000000016,299.06,0.0547722557514866,0.0030000000001062,309.42,0.0447213595529477,0.002000000000264,1616.0,215.13716554793595,46284.0,83.6,4.505552130427526,20.30000000000002,10.399999999999975,45849.0,2269.5,1.0347826086956522,67.84905660377359,31.502792073382686,84,0.5242629757883466,2,9746.963867504603,13.368705882602837,7476,16.515747518033145
1,299.0,309.4,1419,48.3,91,0,39.260000000000005,10.715549449281632,114.82299999999988,299.04,0.0547722557514632,0.0030000000001036,309.42,0.0447213595529477,0.002000000000264,1537.6,196.96903309911437,38796.8,86.4,3.6469165057620967,13.300000000000022,10.399999999999975,68537.7,4395.3,1.0347826086956522,28.78296146044625,27.59744524032478,45,0.594140174448661,0,8538.649557356486,28.696970425870322,4095,16.396750929423934
1,298.9,309.3,1665,32.5,93,0,36.92,10.644341219634024,113.30199999999996,299.0,0.0707106781193803,0.0050000000001026,309.4,0.0707106781204072,0.0050000000002478,1582.8,194.60267212964987,37870.2,88.6,3.6469165057620967,13.300000000000022,10.400000000000034,54112.5,3022.5,1.034794245567079,49.70149253731344,28.833225000826893,86,0.5332859736512175,0,8918.116492755758,17.33179414366457,7998,15.376354468070598
2,298.8,309.1,1559,34.7,95,0,37.84,10.091977011468067,101.84799999999991,298.96,0.1140175425103548,0.0130000000001005,309.34000000000003,0.1516575088816895,0.0230000000001997,1556.0,184.60227517557848,34078.0,90.8,3.492849839314601,12.200000000000037,10.300000000000011,54097.3,3296.5000000000005,1.034471218206158,43.66946778711484,27.593173551082412,56,0.5943699228492536,0,8529.049944639573,20.6246363228691,5320,16.40055243472292
2,298.8,309.2,1452,48.6,98,0,37.92,10.195685361955809,103.95199999999994,298.9,0.100000000000469,0.0100000000000938,309.28000000000003,0.1303840481046428,0.0170000000001538,1578.6,156.11310002687154,24371.3,93.2,3.492849839314601,12.200000000000037,10.399999999999975,70567.2,4762.8,1.034805890227577,29.274193548387096,37.40911273803575,43,0.7052664632279384,1,11566.897658600654,34.27595011287781,4214,26.383392633249695
2,298.9,309.2,1581,36.7,101,0,40.16,7.71284642657948,59.48799999999985,298.88,0.0836660026539625,0.0070000000000928,309.23999999999995,0.114017542510457,0.0130000000001238,1535.2,99.92096877032364,9984.199999999988,95.6,3.974921382870363,15.80000000000004,10.300000000000011,58022.7,3706.7,1.0344596855135495,41.93633952254642,29.946011101048263,61,0.5590984052574928,0,9259.306632444122,20.518911472949988,6161,16.74276705041926
1,298.8,309.1,1439,39.2,104,0,38.34,6.246038744676497,39.01299999999995,298.84000000000003,0.0547722557513724,0.0030000000000937,309.18,0.083666002653858,0.0070000000000753,1539.2,94.35147057677472,8902.199999999988,98.2,4.438468204234434,19.700000000000045,10.300000000000011,56408.8,4076.8,1.034471218206158,35.79601990049751,25.769156284176397,71,0.5833666239026716,0,7965.246207438925,22.86797165698473,7384,15.032865702320297
0,298.9,309.2,1379,50.7,106,0,41.98,7.219210483148402,52.11699999999979,298.84,0.0547722557513724,0.0030000000000937,309.16,0.0547722557510402,0.0030000000000573,1482.0,85.27602242131131,7271.99999999999,100.8,4.438468204234434,19.700000000000045,10.300000000000011,69915.3,5374.200000000001,1.0344596855135495,26.67311411992263,33.29017964841275,61,0.7229108910358396,1,10293.323547289223,36.65158217551707,6466,24.065833432377236
1,298.8,309.1,1350,52.5,111,0,45.540000000000006,7.119901684714447,50.69299999999963,298.84000000000003,0.0547722557513724,0.0030000000000937,309.16,0.0547722557510402,0.0030000000000573,1440.2,89.22835872075643,7961.699999999992,104.0,4.949747468305838,24.50000000000005,10.300000000000011,70875.0,5827.5,1.034471218206158,25.233644859813083,25.11662540011591,66,0.6700854751942448,0,7763.548911175829,35.17948744769785,7326,16.830285866512508
1,298.8,309.1,1362,45.4,113,0,44.9,6.917008023705022,47.84499999999966,298.84000000000003,0.0547722557513724,0.0030000000000937,309.14,0.0547722557509014,0.0030000000000421,1422.2,95.13516699938036,9050.699999999992,107.0,4.949747468305838,24.50000000000005,10.300000000000011,61834.8,5130.2,1.034471218206158,29.35344827586207,30.835454380019023,85,0.7338290620940204,0,9531.23894886388,33.315839419068524,9605,22.627952566932315
1,298.8,309.1,1368,50.8,115,0,47.72,5.458662839926966,29.796999999999528,298.82,0.0447213595510714,0.0020000000000962,309.12,0.0447213595503103,0.0020000000000281,1379.6,34.818098741889905,1212.2999999999952,109.8,4.658325879540852,21.700000000000053,10.300000000000011,69494.4,5842.0,1.034471218206158,26.40926640926641,22.161319504480897,54,0.714586013879531,0,6850.063858835046,36.300969505080175,6210,15.836168967017707
2,298.8,309.1,1368,49.1,117,0,49.7,2.687936011143019,7.224999999999445,298.82,0.0447213595510714,0.0020000000000962,309.12,0.0447213595503103,0.0020000000000281,1365.4,10.573551910308726,111.79999999999332,112.4,4.219004621945803,17.800000000000047,10.300000000000011,67168.8,5744.7,1.034471218206158,27.305389221556887,24.687255804406277,83,0.8222390129899417,2,7630.83076914198,40.37193553780614,9711,20.29882484604523
0,298.8,309.2,1372,48.5,120,0,49.26,2.663268668384671,7.09299999999946,298.8,0.0,0.0,309.12,0.0447213595503103,0.0020000000000281,1364.0,8.602325267042263,73.99999999999372,115.2,3.4928498393146006,12.200000000000031,10.399999999999975,66542.0,5820.0,1.034805890227577,27.71717171717172,30.787444943476494,61,0.9685947744379273,2,9519.477976522932,46.97684656023947,7320,29.82055829054672
2,298.8,309.1,1472,47.5,125,0,48.26,1.9982492337042173,3.992999999999492,298.8,0.0,0.0,309.12,0.0447213595503103,0.0020000000000281,1388.4,46.8700330701824,2196.799999999991,118.0,4.690415759823432,22.00000000000003,10.300000000000011,69920.0,5937.5,1.034471218206158,30.350515463917525,32.95386631998164,67,0.5539321692221213,1,10186.040079506327,26.31177803805076,8375,18.254206654883234
1,298.8,309.1,1489,49.1,128,0,49.0,1.199999999999778,1.4399999999994673,298.8,0.0,0.0,309.12,0.0447213595503103,0.0020000000000281,1413.8,61.20620883537872,3746.199999999992,121.0,5.43139024560011,29.50000000000003,10.300000000000011,73109.90000000001,6284.8,1.034471218206158,29.72055888223553,30.68547312475988,81,0.5496300746545975,1,9484.87974286328,26.986836665540736,10368,16.865658884373417
2,298.7,309.0,1843,25.8,130,0,44.0,10.195096860746329,103.93999999999964,298.78000000000003,0.0447213595511413,0.0020000000001024,309.1,0.0707106781187618,0.0050000000000151,1508.8,194.91972706732375,37993.7,124.0,5.43139024560011,29.50000000000003,10.300000000000011,47549.4,3354.0,1.0344827586206895,68.76865671641791,29.53740687044704,77,0.926403055545451,2,9127.058722968135,23.901198833072637,10010,27.363543977671334
1,298.8,309.1,1418,46.3,133,0,43.44,9.918064327276753,98.36799999999964,298.78,0.0447213595511413,0.0020000000001024,309.1,0.0707106781187618,0.0050000000000151,1518.8,187.0125664226872,34973.7,127.2,4.969909455915674,24.700000000000024,10.300000000000011,65653.4,6157.9,1.034471218206158,29.978858350951377,28.795585217642845,48,0.7531983523262296,1,8900.715390773405,34.87308371270443,6384,21.68878734019812
0,298.8,309.2,1425,53.9,135,0,44.52,10.85642666810768,117.8619999999996,298.78000000000003,0.0447213595511413,0.0020000000001024,309.1,0.0707106781187618,0.0050000000000151,1529.4,177.89125891959955,31645.300000000003,130.2,3.9623225512317934,15.700000000000037,10.399999999999975,76807.5,7276.5,1.034805890227577,25.956284153005463,24.08591203853029,73,0.883202511784221,1,7447.364002313565,47.60461538516951,9855,21.27273801104376
2,298.9,309.2,1412,44.1,140,0,43.84,10.728839639028989,115.10799999999963,298.8,0.0707106781193633,0.0050000000001002,309.12,0.0836660026535748,0.0070000000000279,1517.4,184.62746274593064,34087.3,133.2,4.658325879540855,21.70000000000008,10.300000000000011,62269.2,6174.0,1.0344596855135495,31.30820399113082,27.120623166421165,75,0.6077109518036408,0,8385.696683057424,26.80005297454056,10500,16.481499717973676
1,298.9,309.1,2861,4.6,143,1,34.94,19.852531324745463,394.1229999999999,298.82,0.0836660026539999,0.0070000000000991,309.12,0.0836660026535748,0.0070000000000279,1791.8,625.3652532720379,391081.7,136.2,5.263078946776318,27.70000000000012,10.200000000000044,13160.6,657.8,1.0341251254600203,510.8928571428572,28.15744491616085,48,0.9144312865837758,1,8703.46622358532,4.206383918285368,6864,25.748048581596763
1,298.9,309.1,1383,54.9,145,0,40.760000000000005,20.74844572492117,430.4979999999997,298.86,0.0547722557514022,0.003000000000097,309.14,0.0547722557508956,0.0030000000000415,1699.8,649.3271132487846,421625.7,139.2,5.118593556827907,26.200000000000163,10.200000000000044,75926.7,7960.5,1.0341251254600203,24.74060822898032,34.22848890487566,54,0.961923312096348,1,10580.025920497068,52.8095898340895,7830,32.92518141543109
0,298.8,309.0,1497,43.8,147,0,40.26,20.611234800467432,424.8229999999997,298.86,0.0547722557514022,0.003000000000097,309.12,0.0836660026535748,0.0070000000000279,1715.6,641.6718787667105,411742.8,142.0,4.690415759823449,22.000000000000185,10.199999999999989,65568.59999999999,6438.599999999999,1.034136546184739,33.41517857142858,31.374473158273844,84,0.8177415077732442,0,9694.712205906617,35.81707804046809,12348,25.65620898603803
1,298.7,309.0,1565,35.1,152,0,36.5,19.16494195138613,367.2949999999999,298.84000000000003,0.0894427191005335,0.0080000000000969,309.08000000000004,0.0836660026534236,0.0070000000000026,1743.6,628.7454174783304,395320.8,145.4,4.505552130427543,20.30000000000017,10.300000000000011,54931.5,5335.2,1.0344827586206895,43.35180055401662,22.947839378549062,59,0.5529395107369011,0,7090.882367971661,19.40817682686523,8968,12.68876707844391
1,298.7,309.0,1691,30.1,154,0,33.7,18.796143221416457,353.2949999999999,298.8,0.1000000000004889,0.0100000000000977,309.0400000000001,0.0547722557503416,0.0029999999999808,1799.4,603.8466692795448,364630.8,148.2,4.658325879540866,21.700000000000188,10.300000000000011,50899.100000000006,4635.400000000001,1.0344827586206895,54.37299035369775,31.296335877579182,47,0.9476474070781694,2,9670.567786171967,28.5241869530529,7238,29.657891545435398
1,298.8,309.1,1512,40.7,156,0,40.92,9.417112083860944,88.68199999999977,298.78,0.0836660026540054,0.0070000000001,309.04,0.0547722557503416,0.0029999999999808,1529.6,111.99017814076376,12541.8,150.8,4.658325879540866,21.700000000000188,10.300000000000011,61538.4,6349.200000000001,1.034471218206158,36.25899280575539,28.459670878334734,67,0.8962438636850356,1,8796.884268493266,36.47712525198095,10452,25.50680538720321
1,298.8,309.1,1477,42.4,158,0,38.42,5.705874166155422,32.55699999999984,298.76,0.0547722557514612,0.0030000000001034,309.04,0.0547722557503416,0.0029999999999808,1548.4,86.13245613588414,7418.800000000006,153.4,4.219004621945817,17.80000000000016,10.300000000000011,62624.8,6699.2,1.034471218206158,34.03225806451613,27.292311998776164,58,0.8754388882572449,0,8436.053638821713,37.11860886210718,9164,23.892751274178472
1,298.8,309.1,1513,40.3,160,0,37.72,5.058853625081463,25.59199999999986,298.76000000000005,0.0547722557514612,0.0030000000001034,309.06,0.0547722557504454,0.0029999999999922,1551.6,84.01666501355552,7058.800000000004,156.0,3.162277660168403,10.00000000000015,10.300000000000011,60973.9,6448.0,1.034471218206158,36.63438256658596,32.446705155363475,55,0.5183640944529577,1,10029.276563522852,20.890073006454195,8800,16.819206935842104
2,298.8,309.0,1661,29.5,162,0,36.6,6.260990336999401,39.19999999999988,298.78000000000003,0.0447213595511135,0.0020000000000999,309.06000000000006,0.0547722557504454,0.0029999999999922,1570.8,97.69953940526028,9545.200000000004,158.0,3.162277660168403,10.00000000000015,10.199999999999989,48999.5,4779.0,1.034136546184739,54.459016393442624,34.1239980899838,50,0.8994812626284856,1,10544.315409804994,26.534697247540326,8100,30.69389688791066
1,298.8,309.1,1378,54.4,165,0,41.46,8.850028248542474,78.32299999999978,298.8,0.0,0.0,309.08000000000004,0.0447213595500418,0.0020000000000041,1508.2,101.62529212750142,10327.700000000004,160.2,3.49284983931462,12.200000000000166,10.300000000000011,74963.2,8976.0,1.034471218206158,24.873646209386283,33.725120476464795,81,0.5689755052341785,2,10424.43473927527,30.95226748473931,13365,19.188767462180095
1,298.8,309.1,1393,52.6,167,0,43.84,10.105592511080175,102.12299999999976,298.8,0.0,0.0,309.08000000000004,0.0447213595500418,0.0020000000000041,1484.4,113.72686577937512,12933.800000000008,162.4,3.6469165057621176,13.300000000000171,10.300000000000011,73271.8,8784.2,1.034471218206158,25.98880597014925,26.643129907109447,47,0.6111930880984442,2,8235.39145428753,32.148756433978164,7849,16.284096844534236
2,298.8,309.0,1592,38.2,169,0,43.0,10.42473021233642,108.67499999999976,298.8,0.0,0.0,309.06000000000006,0.0547722557504454,0.0029999999999922,1507.4,123.09874085464888,15153.300000000005,164.6,3.6469165057621176,13.300000000000171,10.199999999999989,60814.4,6455.8,1.034136546184739,40.61224489795918,28.76315049659514,72,0.7885674174346288,2,8887.813503447898,30.12327534600282,12168,22.68168330438359
1,298.8,309.0,1829,22.9,172,0,39.52,13.882254860072257,192.71699999999973,298.8,0.0,0.0,309.04,0.0547722557503416,0.0029999999999808,1570.6,189.7611656793877,36009.30000000001,167.0,3.807886552931978,14.50000000000018,10.199999999999989,41884.1,3938.8,1.034136546184739,76.52719665271967,31.325053725614257,49,0.6324903864584415,2,9679.441601214805,14.48402984989831,8428,19.812795336745204
2,298.9,309.0,1812,25.9,174,0,38.8,14.606334242375794,213.3449999999997,298.82,0.0447213595509578,0.002000000000086,309.04,0.0547722557503416,0.0029999999999808,1600.8,217.70323837738383,47394.70000000001,169.4,3.6469165057621176,13.300000000000171,10.100000000000025,46930.8,4506.599999999999,1.0337905654064905,67.36059479553904,33.90218050848944,57,0.8306741031559599,2,10475.773777123235,21.514459271739362,9918,28.16166338892093
1,299.0,309.1,1523,38.6,177,0,35.64,11.833553988553044,140.03299999999965,298.86,0.0894427191003742,0.0080000000000684,309.04,0.0547722557503416,0.0029999999999808,1629.8,188.2729401693191,35446.70000000001,171.8,3.962322551231809,15.700000000000149,10.100000000000025,58787.8,6832.2,1.0337792642140469,38.45959595959596,28.08330304861884,74,0.8040352238495407,0,8680.548972328084,31.035759640592275,13098,22.57996485313074
1,299.0,309.1,1394,45.1,179,0,34.14,9.363920119266268,87.68299999999961,298.9,0.1000000000002494,0.0100000000000498,309.04,0.0547722557503416,0.0029999999999808,1630.0,187.95877207515483,35328.500000000015,174.2,3.962322551231809,15.700000000000149,10.100000000000025,62869.4,8072.900000000001,1.0337792642140469,30.238611713665943,29.25736409334473,82,0.5540747990066313,2,9043.451241252857,24.98877343519907,14678,16.21076812948381
2,298.9,308.9,1679,28.7,181,0,32.239999999999995,9.29774166128526,86.44799999999958,298.92,0.0836660026536513,0.0070000000000407,309.02,0.08366600265323,0.0069999999999702,1647.4,187.588112629772,35189.30000000001,176.6,3.6469165057621176,13.300000000000171,10.0,48187.3,5194.7,1.033456005352961,56.53198653198653,25.574660103975887,89,0.8280072897957531,0,7900.012506118151,23.763809217138114,16109,21.17600500014065
0,298.8,308.9,1466,44.1,184,0,36.48,8.793861495384132,77.33199999999962,298.92,0.0836660026536513,0.0070000000000407,309.0,0.0999999999997993,0.0099999999999598,1574.8,169.06418899341165,28582.70000000001,179.0,3.807886552931978,14.50000000000018,10.099999999999966,64650.6,8114.400000000001,1.03380187416332,32.50554323725056,25.215173503677317,42,0.961977454912465,2,7788.967095285922,42.42320576163971,7728,24.256428432243727
