Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Torque_RollingMean,Torque_RollingStd,Torque_RollingVar,AirTemp_RollingMean,AirTemp_RollingStd,AirTemp_RollingVar,ProcessTemp_RollingMean,ProcessTemp_RollingStd,ProcessTemp_RollingVar,RPM_RollingMean,RPM_RollingStd,RPM_RollingVar,ToolWear_RollingMean,ToolWear_RollingStd,ToolWear_RollingVar,Temp_Difference,Power_Index,Wear_Torque,Temp_Ratio,RPM_per_Torque
1,298.6,309.2,2035,19.6,40,0,33.78,13.450167285205048,180.90700000000012,298.56000000000006,0.08944271910021263,0.008000000000039541,309.1,0.12247448713966831,0.015000000000124778,1664.2,283.4408227478886,80338.70000000001,32.8,6.379655163094632,40.69999999999999,10.599999999999966,39886.0,784.0,1.0354989953114533,98.78640776699028
1,298.6,309.2,1542,48.4,42,0,38.67999999999999,13.413687039736686,179.92699999999994,298.6,0.0,0.0,309.16,0.054772255751766724,0.003000000000136943,1616.2,278.78791222002434,77722.70000000001,36.4,5.128352561983234,26.299999999999997,10.599999999999966,74632.8,2032.8,1.0354989953114533,31.214574898785425
2,298.6,309.2,1311,46.6,44,0,39.14,13.691165034430048,187.44799999999992,298.6,0.0,0.0,309.17999999999995,0.04472135955158295,0.0020000000001419594,1593.8,301.7460853101495,91050.70000000001,39.4,3.9749213828703582,15.800000000000002,10.599999999999966,61092.6,2050.4,1.0354989953114533,27.54201680672269
2,298.7,309.2,1410,45.6,47,0,38.040000000000006,12.67312116252346,160.60799999999998,298.62,0.044721359550515406,0.0020000000000464755,309.2,0.0,0.0,1608.0,288.12063445716626,83013.50000000001,42.0,3.8078865529319548,14.500000000000005,10.5,64296.0,2143.2000000000003,1.0351523267492468,30.257510729613735
0,298.8,309.2,1306,54.5,50,0,42.94,13.496962621271491,182.1679999999998,298.66,0.08944271910028015,0.008000000000051619,309.2,0.0,0.0,1520.8,303.0193063156208,91820.70000000001,44.6,3.9749213828703582,15.800000000000002,10.399999999999977,71177.0,2725.0,1.034805890227577,23.53153153153153
2,298.9,309.3,1632,32.5,55,0,45.519999999999996,8.056488068631378,64.90699999999975,298.72,0.13038404810426416,0.017000000000055072,309.21999999999997,0.04472135955173866,0.002000000000155886,1440.2,143.84436033435583,20691.199999999997,47.6,5.128352561983234,26.299999999999997,10.400000000000034,53040.0,1787.5,1.0347942455670793,48.71641791044776
0,298.9,309.3,1375,42.7,58,0,44.379999999999995,7.949654080524497,63.19699999999978,298.78000000000003,0.13038404810428542,0.017000000000060612,309.24,0.05477225575201515,0.003000000000164157,1406.8,133.2992873199253,17768.7,50.8,5.718391382198319,32.7,10.400000000000034,58712.50000000001,2476.6000000000004,1.0347942455670793,31.46453089244851
1,298.8,309.3,1450,44.8,63,0,44.019999999999996,7.864286363046541,61.84699999999979,298.82000000000005,0.08366600265380587,0.007000000000066651,309.26000000000005,0.05477225575209558,0.0030000000001729676,1434.6,122.37156532462924,14974.800000000003,54.6,6.348228099241552,40.300000000000004,10.5,64959.99999999999,2822.3999999999996,1.035140562248996,31.65938864628821
2,298.9,309.3,1581,30.7,65,0,41.04,9.719979423846528,94.47799999999988,298.86,0.05477225575117979,0.0030000000000726477,309.28000000000003,0.04472135955203418,0.0020000000001823186,1468.8,136.81995468498008,18719.700000000004,58.2,6.058052492344383,36.699999999999996,10.400000000000034,48536.7,1995.5,1.0347942455670793,49.873817034700316
1,299.0,309.4,1758,25.7,68,0,35.28,8.157327993896045,66.54200000000009,298.9,0.07071067811923416,0.0050000000000819415,309.32,0.044721359552259796,0.002000000000202498,1559.2,150.95595384084726,22787.700000000004,61.8,5.263078946776306,27.699999999999996,10.399999999999977,45180.6,1747.6,1.0347826086956522,65.84269662921348
2,299.0,309.4,1561,37.3,70,0,36.239999999999995,8.029819425117855,64.47800000000004,298.91999999999996,0.08366600265391287,0.007000000000084557,309.34000000000003,0.05477225575246984,0.003000000000213966,1545.0,145.64168359367454,21211.500000000007,64.8,4.658325879540847,21.700000000000006,10.399999999999977,58225.299999999996,2611.0,1.0347826086956522,40.75718015665797
1,299.0,309.5,1861,23.3,73,0,32.36,8.779977220927181,77.08800000000018,298.93999999999994,0.08944271910047556,0.008000000000086575,309.38,0.0836660026548347,0.0070000000002388065,1642.2,164.74434739923552,27140.700000000004,67.8,3.962322551231792,15.700000000000017,10.5,43361.3,1700.9,1.0351170568561874,76.58436213991769
1,299.1,309.5,1512,39.0,75,0,31.2,6.909413868049897,47.74000000000024,299.0,0.07071067811935174,0.005000000000098569,309.41999999999996,0.08366600265498586,0.007000000000264101,1654.6,148.15971112282853,21951.299999999996,70.2,3.962322551231792,15.700000000000017,10.399999999999977,58968.0,2925.0,1.0347709796054831,37.8
0,299.1,309.4,1811,24.6,77,0,29.98,7.530405035587413,56.70700000000027,299.04,0.05477225575146325,0.0030000000001036992,309.43999999999994,0.05477225575306269,0.003000000000278909,1700.6,155.13639160429122,24067.3,72.6,3.6469165057620967,13.30000000000002,10.299999999999955,44550.600000000006,1894.2,1.0344366432631225,70.7421875
1,299.1,309.4,1439,44.2,82,0,33.68,9.250243240045105,85.56700000000015,299.06000000000006,0.0547722557514866,0.003000000000106257,309.44,0.05477225575306269,0.003000000000278909,1636.8,187.78764602603653,35264.2,75.4,4.505552130427526,20.30000000000002,10.299999999999955,63603.8,3624.4,1.0344366432631225,31.836283185840706
1,299.0,309.4,1693,30.1,84,0,32.239999999999995,9.105108456245878,82.9030000000002,299.06000000000006,0.0547722557514866,0.003000000000106257,309.43999999999994,0.05477225575306269,0.003000000000278909,1663.2,183.70138812758057,33746.2,78.2,4.658325879540847,21.700000000000003,10.399999999999977,50959.3,2528.4,1.0347826086956522,54.437299035369776
2,299.1,309.5,1339,48.2,86,0,37.220000000000006,9.777627524098062,95.602,299.08000000000004,0.04472135955121842,0.0020000000001093553,309.43999999999994,0.05477225575306269,0.003000000000278909,1558.8,191.3562123370966,36617.2,80.8,4.658325879540847,21.700000000000003,10.399999999999977,64539.8,4145.2,1.0347709796054831,27.215447154471544
1,299.0,309.4,1798,25.5,89,0,34.52,10.95613983116317,120.03700000000015,299.06,0.0547722557514866,0.003000000000106257,309.41999999999996,0.04472135955294774,0.00200000000026403,1616.0,215.13716554793595,46284.0,83.6,4.505552130427526,20.30000000000002,10.399999999999977,45849.0,2269.5,1.0347826086956522,67.84905660377359
1,299.0,309.4,1419,48.3,91,0,39.260000000000005,10.715549449281632,114.82299999999988,299.04,0.05477225575146325,0.0030000000001036992,309.41999999999996,0.04472135955294774,0.00200000000026403,1537.6,196.96903309911434,38796.799999999996,86.4,3.6469165057620967,13.300000000000022,10.399999999999977,68537.7,4395.3,1.0347826086956522,28.78296146044625
1,298.9,309.3,1665,32.5,93,0,36.92,10.644341219634025,113.30199999999996,299.0,0.07071067811938038,0.005000000000102619,309.4,0.07071067812040727,0.0050000000002478435,1582.8,194.60267212964987,37870.200000000004,88.6,3.6469165057620967,13.300000000000022,10.400000000000034,54112.5,3022.5,1.0347942455670793,49.701492537313435
2,298.8,309.1,1559,34.7,95,0,37.839999999999996,10.091977011468067,101.84799999999993,298.96,0.11401754251035484,0.013000000000100573,309.34000000000003,0.15165750888168958,0.023000000000199756,1556.0,184.60227517557848,34078.0,90.8,3.492849839314601,12.200000000000035,10.300000000000011,54097.3,3296.5000000000005,1.034471218206158,43.66946778711484
2,298.8,309.2,1452,48.6,98,0,37.92,10.195685361955809,103.95199999999994,298.9,0.10000000000046905,0.010000000000093809,309.28000000000003,0.13038404810464288,0.017000000000153826,1578.6,156.11310002687154,24371.299999999996,93.2,3.492849839314601,12.200000000000035,10.399999999999977,70567.2,4762.8,1.034805890227577,29.274193548387096
2,298.9,309.2,1581,36.7,101,0,40.160000000000004,7.71284642657948,59.48799999999985,298.88,0.08366600265396257,0.007000000000092871,309.23999999999995,0.114017542510457,0.013000000000123869,1535.2,99.92096877032363,9984.199999999988,95.6,3.974921382870363,15.80000000000004,10.300000000000011,58022.700000000004,3706.7000000000003,1.0344596855135497,41.93633952254642
1,298.8,309.1,1439,39.2,104,0,38.339999999999996,6.246038744676497,39.01299999999995,298.84000000000003,0.05477225575137244,0.003000000000093752,309.18,0.08366600265385804,0.007000000000075382,1539.2,94.35147057677473,8902.199999999988,98.2,4.438468204234434,19.700000000000045,10.300000000000011,56408.8,4076.8,1.034471218206158,35.79601990049751
0,298.9,309.2,1379,50.7,106,0,41.980000000000004,7.2192104831484025,52.11699999999979,298.84,0.05477225575137244,0.003000000000093752,309.15999999999997,0.05477225575104026,0.003000000000057362,1482.0,85.27602242131131,7271.99999999999,100.8,4.438468204234434,19.700000000000045,10.300000000000011,69915.3,5374.200000000001,1.0344596855135497,26.67311411992263
1,298.8,309.1,1350,52.5,111,0,45.540000000000006,7.119901684714447,50.69299999999963,298.84000000000003,0.05477225575137244,0.003000000000093752,309.15999999999997,0.05477225575104026,0.003000000000057362,1440.2,89.22835872075643,7961.699999999992,104.0,4.949747468305838,24.50000000000005,10.300000000000011,70875.0,5827.5,1.034471218206158,25.233644859813083
1,298.8,309.1,1362,45.4,113,0,44.9,6.917008023705022,47.84499999999966,298.84000000000003,0.05477225575137244,0.003000000000093752,309.14,0.054772255750901444,0.0030000000000421564,1422.2,95.13516699938037,9050.699999999993,107.0,4.949747468305838,24.50000000000005,10.300000000000011,61834.799999999996,5130.2,1.034471218206158,29.35344827586207
1,298.8,309.1,1368,50.8,115,0,47.72,5.458662839926966,29.796999999999528,298.82,0.04472135955107146,0.0020000000000962104,309.12,0.0447213595503103,0.0020000000000281303,1379.6,34.818098741889905,1212.2999999999952,109.8,4.658325879540852,21.700000000000053,10.300000000000011,69494.4,5842.0,1.034471218206158,26.40926640926641
2,298.8,309.1,1368,49.1,117,0,49.7,2.687936011143019,7.224999999999445,298.82,0.04472135955107146,0.0020000000000962104,309.12,0.0447213595503103,0.0020000000000281303,1365.4,10.573551910308726,111.79999999999333,112.4,4.219004621945803,17.800000000000047,10.300000000000011,67168.8,5744.7,1.034471218206158,27.305389221556887
0,298.8,309.2,1372,48.5,120,0,49.26,2.663268668384671,7.09299999999946,298.8,0.0,0.0,309.12,0.0447213595503103,0.0020000000000281303,1364.0,8.602325267042263,73.99999999999372,115.2,3.4928498393146006,12.200000000000031,10.399999999999977,66542.0,5820.0,1.034805890227577,27.717171717171716
2,298.8,309.1,1472,47.5,125,0,48.26,1.9982492337042175,3.9929999999994923,298.8,0.0,0.0,309.12,0.0447213595503103,0.0020000000000281303,1388.4,46.870033070182394,2196.799999999991,118.0,4.690415759823432,22.00000000000003,10.300000000000011,69920.0,5937.5,1.034471218206158,30.350515463917525
1,298.8,309.1,1489,49.1,128,0,49.0,1.1999999999997781,1.4399999999994673,298.8,0.0,0.0,309.12,0.0447213595503103,0.0020000000000281303,1413.8,61.20620883537872,3746.1999999999916,121.0,5.43139024560011,29.50000000000003,10.300000000000011,73109.90000000001,6284.8,1.034471218206158,29.72055888223553
2,298.7,309.0,1843,25.8,130,0,44.0,10.195096860746329,103.93999999999964,298.78000000000003,0.04472135955114137,0.0020000000001024632,309.1,0.07071067811876182,0.005000000000015142,1508.8,194.91972706732378,37993.7,124.0,5.43139024560011,29.50000000000003,10.300000000000011,47549.4,3354.0,1.0344827586206897,68.76865671641791
1,298.8,309.1,1418,46.3,133,0,43.44,9.918064327276753,98.36799999999965,298.78,0.04472135955114137,0.0020000000001024632,309.1,0.07071067811876182,0.005000000000015142,1518.8,187.0125664226872,34973.7,127.2,4.969909455915674,24.700000000000024,10.300000000000011,65653.4,6157.9,1.034471218206158,29.978858350951377
0,298.8,309.2,1425,53.9,135,0,44.519999999999996,10.85642666810768,117.86199999999961,298.78000000000003,0.04472135955114137,0.0020000000001024632,309.1,0.07071067811876182,0.005000000000015142,1529.4,177.89125891959955,31645.300000000003,130.2,3.9623225512317943,15.700000000000035,10.399999999999977,76807.5,7276.5,1.034805890227577,25.956284153005466
2,298.9,309.2,1412,44.1,140,0,43.839999999999996,10.728839639028987,115.10799999999963,298.8,0.0707106781193633,0.005000000000100204,309.12,0.08366600265357482,0.007000000000027988,1517.4,184.62746274593064,34087.3,133.2,4.658325879540855,21.700000000000077,10.300000000000011,62269.200000000004,6174.0,1.0344596855135497,31.30820399113082
1,298.9,309.1,2861,4.6,143,1,34.94,19.852531324745463,394.1229999999999,298.82,0.08366600265399994,0.007000000000099124,309.12,0.08366600265357482,0.007000000000027988,1791.8,625.3652532720379,391081.7,136.2,5.263078946776318,27.70000000000012,10.200000000000045,13160.599999999999,657.8,1.0341251254600203,510.89285714285717
1,298.9,309.1,1383,54.9,145,0,40.760000000000005,20.748445724921172,430.4979999999997,298.86,0.054772255751402286,0.0030000000000970205,309.14,0.05477225575089561,0.003000000000041517,1699.8,649.3271132487846,421625.7,139.2,5.118593556827907,26.200000000000163,10.200000000000045,75926.7,7960.5,1.0341251254600203,24.74060822898032
0,298.8,309.0,1497,43.8,147,0,40.26,20.611234800467432,424.8229999999997,298.86,0.054772255751402286,0.0030000000000970205,309.12,0.08366600265357482,0.007000000000027988,1715.6,641.6718787667105,411742.8,142.0,4.690415759823449,22.000000000000185,10.199999999999989,65568.59999999999,6438.599999999999,1.034136546184739,33.41517857142858
1,298.7,309.0,1565,35.1,152,0,36.5,19.164941951386126,367.29499999999985,298.84000000000003,0.08944271910053354,0.008000000000096949,309.08000000000004,0.08366600265342365,0.007000000000002693,1743.6,628.7454174783304,395320.8,145.4,4.505552130427543,20.300000000000175,10.300000000000011,54931.5,5335.2,1.0344827586206897,43.35180055401662
1,298.7,309.0,1691,30.1,154,0,33.7,18.796143221416457,353.2949999999999,298.8,0.10000000000048893,0.010000000000097787,309.0400000000001,0.054772255750341683,0.0029999999999808374,1799.4,603.8466692795448,364630.8,148.2,4.658325879540866,21.700000000000188,10.300000000000011,50899.100000000006,4635.400000000001,1.0344827586206897,54.372990353697745
1,298.8,309.1,1512,40.7,156,0,40.92,9.417112083860943,88.68199999999977,298.78,0.08366600265400545,0.007000000000100046,309.04,0.054772255750341683,0.0029999999999808374,1529.6,111.99017814076375,12541.8,150.8,4.658325879540866,21.700000000000188,10.300000000000011,61538.4,6349.200000000001,1.034471218206158,36.25899280575539
1,298.8,309.1,1477,42.4,158,0,38.42,5.705874166155422,32.55699999999984,298.76,0.054772255751461295,0.003000000000103485,309.03999999999996,0.054772255750341683,0.0029999999999808374,1548.4,86.13245613588414,7418.800000000006,153.4,4.219004621945817,17.80000000000016,10.300000000000011,62624.799999999996,6699.2,1.034471218206158,34.03225806451613
1,298.8,309.1,1513,40.3,160,0,37.72,5.058853625081463,25.59199999999986,298.76000000000005,0.054772255751461295,0.003000000000103485,309.06,0.05477225575044546,0.002999999999992206,1551.6,84.01666501355552,7058.800000000004,156.0,3.162277660168403,10.00000000000015,10.300000000000011,60973.899999999994,6448.0,1.034471218206158,36.634382566585955
2,298.8,309.0,1661,29.5,162,0,36.6,6.260990336999401,39.19999999999988,298.78000000000003,0.044721359551113546,0.0020000000000999748,309.06000000000006,0.05477225575044546,0.002999999999992206,1570.8,97.69953940526027,9545.200000000004,158.0,3.162277660168403,10.00000000000015,10.199999999999989,48999.5,4779.0,1.034136546184739,54.459016393442624
1,298.8,309.1,1378,54.4,165,0,41.459999999999994,8.850028248542474,78.32299999999978,298.8,0.0,0.0,309.08000000000004,0.0447213595500418,0.002000000000004115,1508.2,101.62529212750142,10327.700000000004,160.2,3.49284983931462,12.200000000000166,10.300000000000011,74963.2,8976.0,1.034471218206158,24.873646209386283
1,298.8,309.1,1393,52.6,167,0,43.839999999999996,10.105592511080177,102.12299999999976,298.8,0.0,0.0,309.08000000000004,0.0447213595500418,0.002000000000004115,1484.4,113.72686577937513,12933.800000000007,162.4,3.6469165057621176,13.300000000000173,10.300000000000011,73271.8,8784.2,1.034471218206158,25.988805970149254
2,298.8,309.0,1592,38.2,169,0,43.0,10.42473021233642,108.67499999999976,298.8,0.0,0.0,309.06000000000006,0.05477225575044546,0.002999999999992206,1507.4,123.09874085464888,15153.300000000003,164.6,3.6469165057621176,13.300000000000173,10.199999999999989,60814.4,6455.8,1.034136546184739,40.61224489795918
1,298.8,309.0,1829,22.9,172,0,39.52,13.882254860072255,192.71699999999973,298.8,0.0,0.0,309.04,0.054772255750341683,0.0029999999999808374,1570.6,189.76116567938766,36009.30000000001,167.0,3.807886552931978,14.500000000000181,10.199999999999989,41884.1,3938.7999999999997,1.034136546184739,76.52719665271967
2,298.9,309.0,1812,25.9,174,0,38.8,14.606334242375794,213.3449999999997,298.82,0.044721359550957844,0.0020000000000860484,309.04,0.054772255750341683,0.0029999999999808374,1600.8,217.70323837738383,47394.70000000001,169.4,3.6469165057621176,13.300000000000173,10.100000000000023,46930.799999999996,4506.599999999999,1.0337905654064905,67.36059479553904
1,299.0,309.1,1523,38.6,177,0,35.64,11.833553988553044,140.03299999999965,298.86,0.08944271910037427,0.008000000000068456,309.03999999999996,0.054772255750341683,0.0029999999999808374,1629.8,188.2729401693191,35446.70000000001,171.8,3.9623225512318085,15.700000000000147,10.100000000000023,58787.8,6832.2,1.0337792642140469,38.45959595959596
1,299.0,309.1,1394,45.1,179,0,34.14,9.363920119266268,87.68299999999961,298.9,0.10000000000024949,0.010000000000049896,309.04,0.054772255750341683,0.0029999999999808374,1630.0,187.95877207515485,35328.500000000015,174.2,3.9623225512318085,15.700000000000147,10.100000000000023,62869.4,8072.900000000001,1.0337792642140469,30.238611713665943
2,298.9,308.9,1679,28.7,181,0,32.239999999999995,9.29774166128526,86.44799999999958,298.91999999999996,0.0836660026536513,0.007000000000040787,309.02,0.08366600265323001,0.006999999999970293,1647.4,187.58811262977196,35189.30000000001,176.6,3.6469165057621176,13.300000000000173,10.0,48187.299999999996,5194.7,1.033456005352961,56.53198653198653
0,298.8,308.9,1466,44.1,184,0,36.480000000000004,8.793861495384132,77.33199999999962,298.91999999999996,0.0836660026536513,0.007000000000040787,309.0,0.0999999999997993,0.009999999999959862,1574.8,169.06418899341165,28582.70000000001,179.0,3.807886552931978,14.500000000000181,10.099999999999966,64650.6,8114.400000000001,1.03380187416332,32.505543237250556
1,298.8,308.9,1527,32.4,189,0,37.78,7.169170105388742,51.39699999999963,298.9,0.10000000000024949,0.010000000000049896,308.98,0.10954451150080487,0.01199999999994997,1517.8,105.008094926058,11026.700000000008,182.0,4.690415759823449,22.00000000000018,10.099999999999966,49474.799999999996,6123.599999999999,1.03380187416332,45.7185628742515
1,298.9,309.0,1410,65.7,191,1,43.2,14.470314440260088,209.38999999999965,298.88,0.08366600265376341,0.007000000000059545,308.96000000000004,0.08944271909964377,0.007999999999937779,1495.2,115.26794871081904,13286.700000000008,184.8,5.118593556827906,26.20000000000016,10.100000000000023,92637.0,12548.7,1.0337905654064905,21.13943028485757
2,298.9,309.0,1924,22.6,193,0,38.7,17.007792331751926,289.26499999999965,298.86,0.054772255751133085,0.0030000000000675315,308.93999999999994,0.054772255749822134,0.0029999999999239238,1601.2,206.51561684289157,42648.700000000004,187.6,4.979959839195508,24.800000000000146,10.100000000000023,43482.4,4361.8,1.0337905654064905,81.52542372881355
1,298.9,309.1,1452,45.5,196,0,42.06,16.177546167450725,261.7129999999996,298.86,0.05477225575113309,0.003000000000067532,308.97999999999996,0.0836660026531243,0.006999999999952601,1555.8,210.05761114513325,44124.200000000004,190.6,4.505552130427542,20.300000000000168,10.200000000000045,66066.0,8918.0,1.0341251254600203,31.225806451612904
1,298.9,309.1,1369,44.4,198,0,42.12,16.18755694970676,262.03699999999964,298.88,0.0447213595506798,0.00200000000006118,309.02,0.08366600265328225,0.006999999999979033,1536.4,224.4132349038265,50361.30000000001,193.4,3.646916505762117,13.300000000000171,10.200000000000045,60783.6,8791.199999999999,1.0341251254600203,30.154185022026432
1,299.0,309.1,1592,35.0,200,0,42.64,15.835182348176467,250.7529999999996,298.91999999999996,0.0447213595505527,0.0020000000000498113,309.06,0.05477225575052525,0.0030000000000009464,1549.4,225.61205641543185,50900.8,195.6,3.646916505762117,13.300000000000171,10.100000000000023,55720.0,7000.0,1.0337792642140469,44.22222222222222
1,298.9,309.0,1601,32.3,202,0,35.96,9.42141178380393,88.76299999999955,298.91999999999996,0.0447213595505527,0.0020000000000498113,309.06000000000006,0.05477225575052525,0.0030000000000009464,1587.6,211.85915132464777,44884.3,197.8,3.4928498393146197,12.200000000000164,10.100000000000023,51712.299999999996,6524.599999999999,1.0337905654064905,48.07807807807808
1,298.8,308.9,1379,46.7,204,0,40.78,6.628499075959774,43.93699999999958,298.9,0.0707106781190533,0.005000000000056362,309.0400000000001,0.08944271909993293,0.007999999999989507,1478.6,112.34010859884367,12620.29999999999,200.0,3.1622776601684026,10.000000000000147,10.099999999999966,64399.3,9526.800000000001,1.03380187416332,28.90985324947589
1,298.8,308.9,1461,47.9,206,0,41.260000000000005,7.124113979997764,50.75299999999958,298.88,0.08366600265379058,0.007000000000064093,309.0,0.09999999999980819,0.009999999999961639,1480.4,111.87850553167034,12516.799999999992,202.0,3.1622776601684026,10.000000000000147,10.099999999999966,69981.9,9867.4,1.03380187416332,29.877300613496935
1,298.8,308.9,1455,41.3,208,1,40.64,6.914332939626178,47.80799999999957,298.86,0.08944271910039969,0.008000000000073004,308.96000000000004,0.0894427190996088,0.007999999999931525,1497.6,95.9468602925598,9205.799999999988,204.0,3.1622776601684026,10.000000000000147,10.099999999999966,60091.49999999999,8590.4,1.03380187416332,34.39716312056738
1,298.8,308.9,1398,51.5,0,0,43.94,7.4651188871979555,55.72799999999964,298.82000000000005,0.0447213595510087,0.002000000000090597,308.91999999999996,0.044721359548868446,0.001999999999899167,1458.8,87.04136947452048,7576.199999999984,164.0,91.706052144883,8410.0,10.099999999999966,71997.0,0.0,1.03380187416332,26.62857142857143
1,298.8,308.9,1402,37.9,2,0,45.059999999999995,5.422914345626311,29.407999999999646,298.8,0.0,0.0,308.9,0.0,0.0,1419.0,36.70830968595507,1347.4999999999827,124.0,112.29425630903836,12610.0,10.099999999999966,53135.799999999996,75.8,1.03380187416332,36.041131105398456
0,298.8,308.8,1445,49.9,4,0,45.7,5.83780780773054,34.07999999999966,298.8,0.0,0.0,308.88,0.04472135954845853,0.001999999999862503,1432.2,29.97832550360314,898.6999999999825,84.0,112.29425630903836,12610.0,10.0,72105.5,199.6,1.033467202141901,28.388998035363457
1,298.9,308.9,1450,47.5,9,0,45.62,5.802757964968007,33.671999999999656,298.82000000000005,0.0447213595510087,0.002000000000090597,308.88,0.04472135954845853,0.001999999999862503,1430.0,27.649593125396674,764.499999999983,44.6,91.40459507048865,8354.8,10.0,68875.0,427.5,1.033456005352961,29.896907216494846
1,298.9,308.9,1453,40.8,11,0,45.519999999999996,5.899321994941423,34.80199999999965,298.84000000000003,0.05477225575126412,0.0030000000000818855,308.88,0.04472135954845853,0.001999999999862503,1429.6,27.208454568387076,740.2999999999836,5.2,4.6583258795406515,21.69999999999818,10.0,59282.399999999994,448.79999999999995,1.033456005352961,34.760765550239235
1,299.0,309.0,1469,40.1,13,0,43.239999999999995,5.1679783281278935,26.70799999999958,298.88,0.08366600265380418,0.007000000000066368,308.9,0.07071067811783183,0.00499999999988362,1443.8,25.033976911389544,626.6999999999848,7.8,4.6583258795406515,21.69999999999818,10.0,58906.9,521.3000000000001,1.0334448160535117,35.742092457420924
1,298.9,308.9,1422,47.6,15,0,45.18,4.430237013975621,19.626999999999622,298.9,0.07071067811906938,0.005000000000058637,308.9,0.07071067811783183,0.00499999999988362,1447.8,16.99117417955525,288.6999999999851,10.4,4.219004621945582,17.79999999999818,10.0,67687.2,714.0,1.033456005352961,29.25925925925926
2,299.0,309.0,1804,26.8,17,0,40.559999999999995,8.475435092076369,71.83299999999956,298.94,0.05477225575092035,0.0030000000000442277,308.93999999999994,0.0547722557498312,0.002999999999924917,1519.6,159.8821440937042,25562.299999999992,13.0,3.1622776601680918,9.999999999998181,10.0,48347.200000000004,455.6,1.0334448160535117,64.89208633093526
